"PLAN","Levy","Application ID","Decision","Application Description","Short Description","locality","AssessedBy","DeterminedBy","ApprovalDate","ApprovalYear","Property_No","Purpose","BALANCE","LEVIED","PAID"
"S94-01","S94-01 - Structured Open Space","DA02/1284","Approved","boundary alteration","boundary alteration","UPPER CRYSTAL CREEK","DevUnit",,,2002,"1793","Open Space","0","0","2407"
"S94-01","S94-01 - Structured Open Space","DA02/1413","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2002,"5117","Open Space","0","2407","2407"
"S94-01","S94-01 - Structured Open Space","DA02/1635","Approved","multi-Dwelling Housing Development over Proposed Lot 37 in the Subdivision of the Subject Land.  The Multi-Dwelling Housing Development is in Two Stages: Stage 1 - 74 Units, Managers Residence, Recreation/Community Facilities, Internal Roads, Associated L","multi-Dwelling Housing Development over Proposed Lot 37 in t","TWEED HEADS SOUTH","DevUnit",,,2003,"4133","Open Space","0","176410","100418"
"S94-01","S94-01 - Structured Open Space","DA02/1704","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2002,"6352","Open Space","0","1244","1244"
"S94-01","S94-01 - Structured Open Space","DA02/1736","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2002,"6354","Open Space","0","1244","1244"
"S94-01","S94-01 - Structured Open Space","DA02/1774","Approved","attached dual occupancy","attached dual occupancy","BANORA POINT","DevUnit",,,2002,"6357","Open Space","0","2407","2407"
"S94-01","S94-01 - Structured Open Space","DA02/1883","Approved","22 lot residential subdivision","22 lot residential subdivision","BANORA POINT","DevUnit",,,2003,"2565","Open Space","0","51093","51093"
"S94-01","S94-01 - Structured Open Space","DA03/0422","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"3475","Open Space","0","639","639"
"S94-01","S94-01 - Structured Open Space","DA03/0526","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"4124","Open Space","0","639","639"
"S94-01","S94-01 - Structured Open Space","DA03/0563","Approved","dual occupancy","dual occupancy","BANORA POINT","DevUnit",,,2003,"7084","Open Space","0","639","639"
"S94-01","S94-01 - Structured Open Space","DA03/0564","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"7111","Open Space","0","639","639"
"S94-01","S94-01 - Structured Open Space","DA03/0566","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"7103","Open Space","0","639","639"
"S94-01","S94-01 - Structured Open Space","DA03/0589","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"7089","Open Space","0","639","639"
"S94-01","S94-01 - Structured Open Space","DA03/0613","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"4124","Open Space","0","639","639"
"S94-01","S94-01 - Structured Open Space","DA03/0651","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2004,"7090","Open Space","0","639","639"
"S94-01","S94-01 - Structured Open Space","DA03/0709","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"7094","Open Space","0","639","639"
"S94-01","S94-01 - Structured Open Space","DA03/0710","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"7091","Open Space","0","639","639"
"S94-01","S94-01 - Structured Open Space","DA03/0755","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"7108","Open Space","0","639","639"
"S94-01","S94-01 - Structured Open Space","DA03/0801","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"7481","Open Space","0","639","639"
"S94-01","S94-01 - Structured Open Space","DA03/0802","Approved","2 lot subdivision","2 lot subdivision","BANORA POINT","DevUnit",,,2004,"4404","Open Space","0","2797","2797"
"S94-01","S94-01 - Structured Open Space","DA03/0858","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"5297","Open Space","0","639","639"
"S94-01","S94-01 - Structured Open Space","DA03/1013","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"3476","Open Space","0","639","639"
"S94-01","S94-01 - Structured Open Space","DA03/1036","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"7080","Open Space","0","639","639"
"S94-01","S94-01 - Structured Open Space","DA03/1052","Approved","attached dual occupancy","attached dual occupancy","BANORA POINT","DevUnit",,,2003,"5270","Open Space","0","639","639"
"S94-01","S94-01 - Structured Open Space","DA04/0304","Approved","multi dwelling housing comprising three dwellings","multi dwelling housing comprising three dwellings","BANORA POINT","DevUnit",,,2004,"3370","Open Space","0","1996","639"
"S94-01","S94-01 - Structured Open Space","DA04/0525","Approved","2 lot subdivision","2 lot subdivision","TWEED HEADS SOUTH","DevUnit",,,2004,"5035","Open Space","3510","3510","-713"
"S94-01","S94-01 - Structured Open Space","DA04/0660","Approved","2 lot subdivision and filling of land","2 lot subdivision and filling of land","TWEED HEADS SOUTH","DevUnit",,,2004,"5034","Open Space","0","2433","2433"
"S94-01","S94-01 - Structured Open Space","DA04/1113","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2004,"4125","Open Space","0","639","639"
"S94-01","S94-01 - Structured Open Space","DA04/1203","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2004,"4409","Open Space","0","639","639"
"S94-01","S94-01 - Structured Open Space","DA05/0359","Approved","attached dual occupancy","attached dual occupancy","BANORA POINT","DevUnit",,,2005,"4266","Open Space","0","639","639"
"S94-01","S94-01 - Structured Open Space","DA05/0442","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2005,"1014","Open Space","0","639","639"
"S94-01","S94-01 - Structured Open Space","DA05/0797","Approved","attached dual occupancy","attached dual occupancy","BANORA POINT","DevUnit",,,2005,"9990","Open Space","0","639","639"
"S94-01","S94-01 - Structured Open Space","DA05/0821","Approved","attached dual occupancy","attached dual occupancy","BANORA POINT","DevUnit",,,2005,"4463","Open Space","0","639","639"
"S94-01","S94-01 - Structured Open Space","DA05/1442","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2006,"1019","Open Space","0","639","639"
"S94-01","S94-01 - Structured Open Space","DA05/1443","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2006,"1019","Open Space","0","639","639"
"S94-01","S94-01 - Structured Open Space","DA05/1499","Approved","2 lot subdivision","2 lot subdivision","BANORA POINT","DevUnit",,,2006,"1017","Open Space","0","2433","2433"
"S94-01","S94-01 - Structured Open Space","DA06/1416","Approved","multi dwelling housing - eighteen (18) 1 bedroom units","multi dwelling housing - eighteen (18) 1 bedroom units","BANORA POINT","DevUnit",,,2007,"6775","Open Space","0","14039","26203"
"S94-01","S94-01 - Structured Open Space","DA07/0532","Approved","multi dwelling housing comprising 2 x 3 bedroom dwelling and 1 x 4 bedroom dwelling","multi dwelling housing comprising 2 x 3 bedroom dwelling and","TWEED HEADS SOUTH","DevUnit",,,2007,"1038","Open Space","0","2340","2340"
"S94-01","S94-01 - Structured Open Space","DA07/1191","Approved","3 lot subdivision","3 lot subdivision","BANORA POINT","DevUnit",,,2008,"1034","Open Space","0","4866","4866"
"S94-01","S94-01 - Structured Open Space","DA15/0175","Approved","four lot community title subdivision","four lot community title subdivision","BANORA POINT","DevUnit",,,2015,"4135","Open Space","0","2621","2621"
"S94-01","S94-01 - Structured Open Space","DA16/0102","Approved","multi dwelling housing development comprising 45 town houses","multi dwelling housing development comprising 45 town houses","TWEED HEADS SOUTH","DevUnit",,,2016,"1084","Open Space","0","99468","99468"
"S94-01","S94-01 - Structured Open Space","DA17/0358","Approved","manufactured home estate","manufactured home estate","TWEED HEADS SOUTH","DevUnit",,,2018,"9351","Open Space","0","199192","181527"
"S94-01","S94-01 - Structured Open Space","K98/0011","Approved","urban subdivision","urban subdivision","TWEED HEADS SOUTH","DevUnit",,,1998,"4133","Open Space","0","10375","10375"
"S94-01","S94-01 - Structured Open Space","K99/0165","Approved","application for 92 lot residential subdivision","application for 92 lot residential subdivision","BANORA POINT","DevUnit",,,2000,"5058","Open Space","0","121097","62582"
"S94-01","S94-01 - Structured Open Space","K99/1815","Approved","urban subdivision creating 47 lots","urban subdivision creating 47 lots","TWEED HEADS SOUTH","DevUnit",,,2000,"4992","Open Space","0","0","91446"
"S94-01","S94-01 - Structured Open Space","S93/0039","Approved","residential subdivision creating 118 lots in 15 stages","residential subdivision creating 118 lots in 15 stages","BANORA POINT","DevUnit",,,1993,"4938","Open Space","0","8910.2","7941.7"
"S94-01","S94-01 - Structured Open Space","S95/0005","Approved","residential subdivision creating 390 residential lots","residential subdivision creating 390 residential lots","TWEED HEADS SOUTH","DevUnit",,,1995,"4864","Open Space","0","280859.8","24330"
"S94-01","S94-01 - Structured Open Space","S97/0063","Approved","63 lot residential subdivision","63 lot residential subdivision","BANORA POINT","DevUnit",,,1997,"1699","Open Space","0","41255","41255"
"S94-01","S94-01 - Structured Open Space","S98/0033","Approved","113 lot residential subdivision","113 lot residential subdivision","TWEED HEADS SOUTH","DevUnit",,,1998,"4753","Open Space","0","180525","180525"
"S94-02","S94-02 - THS Drainage","DA02/1191","Approved","18 lot residential subdivision and erection of a dwelling house on proposed lots 1-5 and 7-18 and a dual occupancy on allotment 6","18 lot residential subdivision and erection of a dwelling ho","BANORA POINT","DevUnit",,,2003,"3155","Drainage","0","0","9853"
"S94-02","S94-02 - THS Drainage","DA02/1239","Approved","12 lot residential subdivision","12 lot residential subdivision","TWEED HEADS SOUTH","DevUnit",,,2003,"5039","Drainage","0","8316.32","8316.32"
"S94-02","S94-02 - THS Drainage","DA06/1416","Approved","multi dwelling housing - eighteen (18) 1 bedroom units","multi dwelling housing - eighteen (18) 1 bedroom units","BANORA POINT","DevUnit",,,2007,"6775","Drainage","0","2108.45","2108.45"
"S94-02","S94-02 - THS Drainage","DA06/1442","Approved","extensions to existing nursing home facility","extensions to existing nursing home facility","BANORA POINT","DevUnit",,,2008,"1028","Drainage","0","1591.06","1591.06"
"S94-02","S94-02 - THS Drainage","DA07/0589","ApprovMin","DIPNR major project 06-0243 196 lot residential subdivision","DIPNR major project 06-0243 196 lot residential subdivision","TWEED HEADS SOUTH","DevUnit",,,2008,"6402","Drainage","136938","136938","-130842"
"S94-02","S94-02 - THS Drainage","DA15/0175","Approved","four lot community title subdivision","four lot community title subdivision","BANORA POINT","DevUnit",,,2015,"4135","Drainage","0","3649.62","3650"
"S94-02","S94-02 - THS Drainage","DA16/0526","Approved","multi-dwelling housing development comprising 4 townhouses in 2 stages","multi-dwelling housing development comprising 4 townhouses i","BANORA POINT","DevUnit",,,2017,"2801","Drainage","0","3229.33","3229.33"
"S94-02","S94-02 - THS Drainage","DA18/0255","Approved","use of existing alterations and proposed alteration to convert garage to bedroom and bathroom/laundry within a unit","use of existing alterations and proposed alteration to conve","BANORA POINT","DevUnit",,,2018,"2636","Drainage","0","58.24","58.24"
"S94-02","S94-02 - THS Drainage","DA18/0527","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2018,"7730","Drainage","0","621.27","621.27"
"S94-02","S94-02 - THS Drainage","K99/1815","Approved","urban subdivision creating 47 lots","urban subdivision creating 47 lots","TWEED HEADS SOUTH","DevUnit",,,2000,"4992","Drainage","0","0","28096"
"S94-02","S94-02 - THS Drainage","S93/0039","Approved","residential subdivision creating 118 lots in 15 stages","residential subdivision creating 118 lots in 15 stages","BANORA POINT","DevUnit",,,1993,"4938","Drainage","0","35836.37","35836.37"
"S94-02","S94-02 - THS Drainage","S95/0005","Approved","residential subdivision creating 390 residential lots","residential subdivision creating 390 residential lots","TWEED HEADS SOUTH","DevUnit",,,1995,"4864","Drainage","0","0","120364.35"
"S94-03","S94-03 - Community Facilities","0066/2001S96","Approved","amendment to Development Consent D94/0379 for the construction of 11 x 3 bedroom flats and 26 x 3 bedroom cluster homes","amendment to Development Consent D94/0379 for the constructi","BANORA POINT","DevUnit",,,2001,"4941","Community Facilities","0","3075.6","3075.6"
"S94-03","S94-03 - Community Facilities","0111/2002DA","Approved","the erection of a detached dual occupancy","the erection of a detached dual occupancy","BANORA POINT","DevUnit",,,2002,"5116","Community Facilities","0","512.6","512.6"
"S94-03","S94-03 - Community Facilities","0140/2002DA","Approved","the erection of an attached dual occupancy","the erection of an attached dual occupancy","BANORA POINT","DevUnit",,,2002,"4292","Community Facilities","0","512.6","512.6"
"S94-03","S94-03 - Community Facilities","0161/2002DA","Approved","the erection of an attached dual occupancy","the erection of an attached dual occupancy","BANORA POINT","DevUnit",,,2002,"4292","Community Facilities","0","512.6","512.6"
"S94-03","S94-03 - Community Facilities","0175/2002DA","Approved","the erection of an attached dual occupancy","the erection of an attached dual occupancy","BANORA POINT","DevUnit",,,2002,"4292","Community Facilities","0","512.6","512.6"
"S94-03","S94-03 - Community Facilities","0176/2001DA","Approved","two (2) lot residential subdivision","two (2) lot residential subdivision","TWEED HEADS SOUTH","DevUnit",,,2001,"3428","Community Facilities","0","512.6","512.6"
"S94-03","S94-03 - Community Facilities","0185/2001DA","Approved","establishment of a three (3) lot residential subdivision","establishment of a three (3) lot residential subdivision","BANORA POINT","DevUnit",,,2001,"4267","Community Facilities","0","1025.2","1025.2"
"S94-03","S94-03 - Community Facilities","0570/2000DA","Approved","10 lot community title subdivision to be developed in nine stages","10 lot community title subdivision to be developed in nine s","BANORA POINT","DevUnit",,,2000,"1699","Community Facilities","0","512.6","512.6"
"S94-03","S94-03 - Community Facilities","0589/2000DA","Approved","an integrated housing development comprising 13 single storey dwellings including a community title subdivision","an integrated housing development comprising 13 single store","BANORA POINT","DevUnit",,,2000,"4107","Community Facilities","0","6151.2","6151.2"
"S94-03","S94-03 - Community Facilities","0969/2001DA","Approved","the erection of a multi-dwelling housing development comprising 33 x 1 bedroom units","the erection of a multi-dwelling housing development compris","BANORA POINT","DevUnit",,,2001,"4411","Community Facilities","0","6220.8","6220.8"
"S94-03","S94-03 - Community Facilities","1288/2000DA","Approved","an urban subdivision (3 allotments)","an urban subdivision (3 allotments)","BANORA POINT","DevUnit",,,2001,"3400","Community Facilities","0","1025.2","1025.2"
"S94-03","S94-03 - Community Facilities","1349/2001DA","Approved","the erection of a multi-dwelling housing development comprising 64 dwellings, swimming pool, gazebo and ancillary facilities","the erection of a multi-dwelling housing development compris","TWEED HEADS SOUTH","DevUnit",,,2002,"4241","Community Facilities","0","23858","23858"
