Year,Contribution Plan Number,Contribution Plan Description,Expenditure Description,Contribution Ledger Number,Expenditure Ledger Number,Income Ledger Number,Period,Jrnl,Period Amt,Notes
2009-10,5,STRUCTURED OPEN SPACE,Les Burger Field upgrade,05.16.00.91400,A3026.2138/9840/9820,A3031.0793,1/1/2010-30/6/2010,513,51298.15,
2009-10,5,OPEN SPACE,Kingscliff,05.15.00.91400,A3026.2250,A3031.0793,1/1/2010-30/6/2010,,8706,
2009-10,5,OPEN SPACE,Arkinstall Park Masterplan,05.15.00.91400,A3026.2251,A3031.0793,1/1/2010-30/6/2010,,50608.65,
2009-10,5,STRUCTURED OPEN SPACE,Murwillumbah,05.16.00.91400,A3026.4007,A2456.0793.91400,1/1/2010-30/6/2010,,111251.96,
2009-10,5,OPEN SPACE,Skate Park,05.15.00.91400,A3036.0741,A3031.0793,1/7/2009-31/12/2009,,110658.27,
2009-10,5,OPEN SPACE,Skate Park,05.15.00.91400,A3036.0741,A3031.0793,1/1/2010-30/6/2010,514,-110658.27,
2009-10,5,OPEN SPACE,General,05.15.00.91400,A3125.0001,A3031.0793,1/1/2010-30/6/2010,,171.14,
2009-10,5,OPEN SPACE,Project Management,05.15.00.91400,A3125.0746,A3031.0793,1/1/2010-30/6/2010,,8045.89,
2009-10,5,OPEN SPACE,Shirewide,05.15.00.91400,A3125.2178,A3031.0793,1/1/2010-30/6/2010,,19137.35,
2009-10,5,OPEN SPACE,Quota Park,05.15.00.91400,A3125.2180,A3031.0793,1/1/2010-30/6/2010,,98835.24,
2009-10,5,OPEN SPACE,Razorback,05.15.00.91400,A3125.2252,A3031.0793,1/7/2009-31/12/2009,,1198.31,
2009-10,5,OPEN SPACE,Razorback,05.15.00.91400,A3125.2252,A3031.0793,1/1/2010-30/6/2010,515,2872.73,
2009-10,5,CASUAL OPEN SPACE,Advertising,05.16.02.91400,A5204,A3031.0793,1/1/2010-30/6/2010,,486,
2009-10,6,CONTRIBUTION STREET TREES,Tree purchases,06.08.00.91400,A3118.0001,A3225.0793,1/7/2009-31/12/2009,,8743.56,
2009-10,6,CONTRIBUTION STREET TREES,Tree purchases,06.08.00.91400,A3118.0001,A3225.0793,1/1/2010-30/6/2010,516,8845.84,
2009-10,6,CONTRIBUTION STREET TREES,(Advertising?),06.08.00.91400,A3118.0749,A3225.0793,1/1/2010-30/6/2010,,95.76,
2009-10,7,KINGSCLIFF DRAINAGE,Advertising,07.01.00.91400,A4696.0749,A4750.0793,1/1/2010-30/6/2010,,95.76,
2009-10,7,KINGSCLIFF DRAINAGE,,07.01.00.91400,A4696.7101,A4750.0793,1/7/2009-31/12/2009,,3894.16,
2009-10,7,KINGSCLIFF DRAINAGE,,07.01.00.91400,A4696.7101,A4750.0793,1/1/2010-30/6/2010,518,36357.48,
2009-10,10,COBAKI LAKES,,10.14.00.91400,A5206.0749,A1450.0793,1/1/2010-30/6/2010,,556.2,
2009-10,11,LIBRARIES,PART REGIONAL LBRARY CONTRIBUTION,11.06.00.91400,A2280,A2346.0793,1/1/2010-30/6/2010,,80532,
2009-10,11,LIBRARIES,PART LIBRARY LOAN,11.06.00.91400,A2295,A2346.0793,1/1/2010-30/6/2010,,121482,
2009-10,12,Bus Shelters,Bus Shelters Construction,12.10.00.91400,A5633,A5634.0793,1/7/2009-31/12/2009,,6324.34,
2009-10,12,Bus Shelters,Bus Shelters Construction,12.10.00.91400,A5633,A5634.0793,1/1/2010-30/6/2010,519,45.92,
2009-10,13,CEMETERIES,Business Plan,13.11.00.91400,A2798.2008,A2895.0793,1/7/2009-31/12/2009,,7938.8,
2009-10,13,CEMETERIES,Business Plan,13.11.00.91400,A2798.2008,A2895.0793,1/1/2010-30/6/2010,520,1216.76,
2009-10,13,CEMETERIES,Advertising,13.11.00.91400,A5920.0749,A2895.0793,1/1/2010-30/6/2010,,95.76,
2009-10,13,CEMETERIES,ENVIRON CEMETERY Loan,13.11.00.91400,A2800,A2895.0793,1/1/2010-30/6/2010,,63000,
2009-10,15,COMMUNITY FACILITIES NTH,Advertising,15.06.01.91400,A5921.0749,A2455.0741.91400,1/1/2010-30/6/2010,,95.76,
2009-10,15,COMMUNITY FACILITIES STH,Pottsville Beach Community Centre,15.06.02.91400,A2492,A2455.0741.91400,1/1/2010-30/6/2010,,4906.05,
2009-10,16,Emergency Facilities,SLSC Strategy 2020,16.12.00.91400,A1517,A2065.0749,1/7/2009-31/12/2009,,178.2,
2009-10,16,Emergency Facilities,SLSC Strategy 2020,16.12.00.91400,A1517,A2065.0749,1/1/2010-30/6/2010,521,4854.99,
2009-10,16,Emergency Facilities,Fingal SLSC,16.12.00.91400,A2036,A2065.0749,1/1/2010-30/6/2010,,55560,
2009-10,16,Emergency Facilities,Cudgen SLSC,16.12.00.91400,A2038,A2065.0749,1/1/2010-30/6/2010,,13636.36,
2009-10,16,Emergency Facilities,"Equipment Purchases/Cabarita Surf Club Construction S94 Contribution plan $650,000",16.12.00.91400,A2065.0016,A2065.0749,1/7/2009-31/12/2009,,22728.61,
2009-10,16,Emergency Facilities,"Equipment Purchases/Cabarita Surf Club Construction S94 Contribution plan $650,000",16.12.00.91400,A2065.0016,A2065.0749,1/1/2010-30/6/2010,,-22728.61,
2009-10,16,Emergency Facilities,SALT SLSC expenditure,16.12.00.91400,A2065.4046,A2065.0749,1/1/2010-30/6/2010,,205.2,
2009-10,16,Emergency Facilities,Pottsville outpost,16.12.00.91400,A3197,A2065.0749,1/1/2010-30/6/2010,,4500.96,
2009-10,18,Council Tech. Facilities,Civic Centre Loans,18.13.00.91400,A2135,A2237.0793,1/1/2010-30/6/2010,,405218,
2009-10,18,Council Tech. Facilities,Tweed Depot loans,18.13.00.91400,A4905,A2237.0793,1/1/2010-30/6/2010,,55092,
2009-10,18,Council Tech. Facilities,Advertising,18.13.00.91400,A5917,A2237.0793,1/1/2010-30/6/2010,,95.76,
2009-10,19,Kings Beach,Depot Road sportsfields,19.05.00.91400,A3206.0015/0685/0746/8166,A4002.0793,1/1/2010-30/6/2010,,136395.93,
2009-10,21,Terranora Village Estate,Advertising,21.05.00.91400,A5919.0749,A1147.0793.91400,1/1/2010-30/6/2010,,95.76,
2009-10,22,SHIREWIDE CYCLEWAYS,Tweed Link advertising & consultants fees,22.07.00.91400,A4832 ,A4844.0793,1/7/2009-31/12/2009,,179.98,
2009-10,22,SHIREWIDE CYCLEWAYS,Tweed Link advertising & consultants fees,22.07.00.91400,A4832 ,A4844.0793,1/1/2010-30/6/2010,523,2725.46,
2009-10,22,SHIREWIDE CYCLEWAYS,Trf expenditure from CP94,22.07.00.91400,A4847.0746,A4844.0793,1/1/2010-30/6/2010,,180000,
2009-10,22,SHIREWIDE CYCLEWAYS,Advertising,22.07.00.91400,A5922.0749,A4844.0793,1/1/2010-30/6/2010,,95.76,
2009-10,23,CP23 Car Park,Murwillumbah Pool car park loan,23.04.02.91400 ,A1504,A5616.0767,1/1/2010-30/6/2010,,46827,
2009-10,25,SALT Open Space,Advertising,25.05.00.91400,A5923.0749,A3031.0793,1/1/2010-30/6/2010,,95.76,
2009-10,26,Shirewide Open Space,Murwillumbah Pool Loan repayments,26.16.00.91400,A1504,A3225.0793,1/1/2010-30/6/2010,,317489,
2009-10,26,Shirewide Open Space,Botanic Gardens 7YP,26.15.00.91400,A1524,A3225.0793,1/7/2009-31/12/2009,,47881.69,
2009-10,26,Shirewide Open Space,Botanic Gardens 7YP,26.15.00.91400,A1524,A3225.0793,1/1/2010-30/6/2010,525,-38900.5,
2009-10,26,Shirewide Open Space,Jack Evans Boatharbour,26.15.00.91400,A1527,26.15.00.91400,1/7/2009-31/12/2009,524,233137,
2009-10,26,Shirewide Open Space,Travel & related costs,26.15.00.91400,A2455.0005,A3225.0793,1/1/2010-30/6/2010,,277.27,
2009-10,26,Shirewide Open Space,,26.15.00.91400,A3011,A3225.0793,1/1/2010-30/6/2010,,4338.86,
2009-10,26,Shirewide Open Space,Jack Evans Boatharbour,26.16.00.91400,A3078,A3225.0793,1/7/2009-31/12/2009,526,372.97,
2009-10,26,Shirewide Open Space,Contribution to open space,26.15.00.91400,A3125.2253,A3225.0793,1/7/2009-31/12/2009,527,6334.9,
2009-10,26,Shirewide Open Space,Contribution to open space,26.15.00.91400,A3125.2253,A3225.0793,1/1/2010-30/6/2010,527,-6334.9,
2009-10,26,Shirewide Open Space,South Tweed Sportsfileds project management,26.15.00.91400,A3196.0746/2102,A5307.0001,1/1/2010-30/6/2010,,1900.61,
2009-10,26,Shirewide Open Space,Advertising,26.16.00.91400,A5924.0749,A2753.0767,1/1/2010-30/6/2010,,95.76,
2009-10,27,Shirewide Open Space,Arkinstall Park - parking,26.15.00.91400,A3151,26.15.00.91400,1/1/2010-30/6/2010,,18495.05,
2009-10,None,,Public Reserves CP,92.07.00.91400,A3125.0001,A5657.0793,1/1/2010-30/6/2010,,171.14,
2009-10,None,Terranora Footpaths,Various Footpaths,94.07.00.31400,A5608,A5657.0793,1/7/2009-31/12/2009,528,113949,
2009-10,None,Terranora Footpaths,Various Footpaths,94.07.00.31400,A5608,A5657.0793,1/1/2010-30/6/2010,,-113949,
2009-10,None,Bilambil Heights,Bilmbal Sportfileds,95.05.00.31400,A3008.,A3225.0793,1/1/2010-30/6/2010,,94743.47,
2009-10,None,Community Facilities Shirewide,Murwillumbah Community Centre,96.06.00.91400,A1505,A3031.0793,1/1/2010-30/6/2010,,71838.01,
2010-11,1,DCP3 ACTIVE OPEN SPACE,Lake Kimberley land purchase,01.16.00.91400,,A3031.0793,1/7/2010-31/12/2010,625,100000,
2010-11,4,TRCP,Vegetation restoration Koala Beach/Seabreeze link Road,04.02.00.91400,,A4002.0793,1/1/2011-30/6/2011,2007,6688,
2010-11,4,TRCP,Leisure Drive widening,04.02.00.91400,,A4002.0793,1/7/2010-31/12/2010,625,1770.85,
2010-11,4,TRCP,TRCP Design review,04.02.00.91400,,A4002.0793,1/1/2011-30/6/2011,2007,57472.2,
2010-11,4,TRCP,Software part purchase,04.02.00.91400,,A4002.0793,1/1/2011-30/6/2011,2007,100,
2010-11,4,TRCP,Terranora Creek,04.02.00.91400,,A4002.0793,1/7/2010-31/12/2010,627,118384.46,
2010-11,4,TRCP,Terranora Creek,04.02.00.91400,,A4002.0793,1/1/2011-30/6/2011,2007,-53517.44,
2010-11,4,TRCP,Kirkwood Road,04.02.00.91400,,A4002.0793,1/7/2010-31/12/2010,628,39915.03,
2010-11,4,TRCP,Kirkwood Road,04.02.00.91400,,A4002.0793,1/1/2011-30/6/2011,2007,4604.47,
2010-11,4,TRCP,Seabreeze/Koala Beach Link Road,04.02.00.91400,,A4002.0793,1/7/2010-31/12/2010,629,154.2,
2010-11,4,TRCP,Seabreeze/Koala Beach Link Road,04.02.00.91400,,A4002.0793,1/1/2011-30/6/2011,2007,90,
2010-11,4,TRCP,Scenic Drive,04.02.00.91400,,A4002.0793,1/1/2011-30/6/2011,2007,11468.64,
2010-11,4,TRCP,Joshua St Murwillumbah,04.02.00.91400,,A4002.0793,1/1/2011-30/6/2011,2007,341539.81,
2010-11,4,TRCP,Kennedy Drive widening,04.02.00.91400,,A4002.0793,1/1/2011-30/6/2011,2007,85951.26,
2010-11,4,TRCP,Riverview St widening,04.02.00.91400,,A4002.0793,1/1/2011-30/6/2011,2007,1428.17,
2010-11,4,TRCP,Rous River/Cane Road link,04.02.00.91400,,A4002.0793,1/1/2011-30/6/2011,2007,69812,
2010-11,4,TRCP,Kirkwood Road,04.02.00.91400,,A4002.0793,1/1/2011-30/6/2011,2007 2130,404936.71,
2010-11,4,TRCP,Cross border traffic master paln,04.02.00.91400,,A4002.0793,1/7/2010-31/12/2010,630,32454.73,
2010-11,4,TRCP,Cross border traffic master paln,04.02.00.91400,,A4002.0793,1/1/2011-30/6/2011,2130,-3515.73,
2010-11,5,CASUAL OPEN SPACE,Botanical Gardens,05.16.02.91400,,A3031.0793,1/1/2011-30/6/2011,2007,58756.56,
2010-11,5,STRUCTURED OPEN SPACE,Les Burger Field upgrade,05.16.00.91400,,A3031.0793,1/7/2010-31/12/2010,631,1643.34,
2010-11,5,STRUCTURED OPEN SPACE,Murwillumbah,05.16.00.91400,,A3031.0793,1/7/2010-31/12/2010,632,39890.21,
2010-11,5,STRUCTURED OPEN SPACE,Murwillumbah,05.16.00.91400,,A3031.0793,1/1/2011-30/6/2011,21312132,-20000,
2010-11,5,STRUCTURED OPEN SPACE,Black Rocks,05.16.00.91400,,A3031.0793,1/1/2011-30/6/2011,2007,38841,
2010-11,5,STRUCTURED OPEN SPACE,Ron Wilkinson Park upgrade,05.16.00.91400,,A3031.0793,1/7/2010-31/12/2010,633,317.53,
2010-11,5,OPEN SPACE,Skate Park,05.15.00.91400,,A3031.0793,1/7/2010-31/12/2010,634,962.05,
2010-11,5,OPEN SPACE,Skate Park CCTV,05.15.00.91400,,A3031.0793,1/1/2011-30/6/2011,2007,27122.47,
2010-11,5,OPEN SPACE,Project Management,05.15.00.91400,,A3031.0793,1/1/2011-30/6/2011,2007,19646,
2010-11,5,OPEN SPACE,Architect,05.15.00.91400,,A3031.0793,1/1/2011-30/6/2011,2007,37957,
2010-11,5,OPEN SPACE,Quota Park,05.15.00.91400,,A3031.0793,1/7/2010-31/12/2010,635,2890.98,
2010-11,5,OPEN SPACE,Fingal BH park,05.15.00.91400,,A3031.0793,1/1/2011-30/6/2011,2007,150000,
2010-11,5,OPEN SPACE,Cabarita Sports Centre/Les Burger Field,05.16.00.91400,,A3031.0793,1/1/2011-30/6/2011,2031,28201,
2010-11,5,OPEN SPACE,Knox Park Netball Clubhouse,05.16.00.91400,,A3031.0793,1/1/2011-30/6/2011,2032,16087.58,
2010-11,6,CONTRIBUTION STREET TREES,Tree purchases,06.08.00.91400,,A3225.0793,1/1/2011-30/6/2011,2007,22696.9,
2010-11,7,KINGSCLIFF DRAINAGE,,07.01.00.91400,,A4750.0793,1/7/2010-31/12/2010,636,367982.3,
2010-11,7,KINGSCLIFF DRAINAGE,,07.01.00.91400,,A4750.0793,1/1/2011-30/6/2011,2007,22882.2,
2010-11,7,WEST K'CLIFF CYCLEWAY,Software part purchase,07.07.00.91400,,A3225.0793,1/1/2011-30/6/2011,2007,100,
2010-11,11,LIBRARIES,PART REGIONAL LBRARY CONTRIBUTION,11.06.00.91400,,A2346.0793,1/1/2011-30/6/2011,2007,9080,
2010-11,11,LIBRARIES,PART REGIONAL LBRARY CONTRIBUTION,11.06.00.91400,,A2346.0793,1/1/2011-30/6/2011,2007,80532,
2010-11,11,LIBRARIES,Software part purchase,11.06.00.91400,,A2346.0793,1/1/2011-30/6/2011,2007,100,
2010-11,11,LIBRARIES,PART LIBRARY LOAN,11.06.00.91400,,A2346.0793,1/1/2011-30/6/2011,2007,121482,
2010-11,13,CEMETERIES,Business Plan,13.11.00.91400,,A2895.0793,1/7/2010-31/12/2010,637,338,
2010-11,15,COMMUNITY FACILITIES STH,Pottsville Beach Community Centre,15.06.02.91400,,A2454.0973.91400,1/7/2010-31/12/2010,638,15094,
2010-11,15,COMMUNITY FACILITIES STH,Pottsville Beach Community Centre,15.06.02.91400,,A2454.0973.91400,1/1/2011-30/6/2011,2007,665005,
2010-11,16,Emergency Facilities,SLSC Strategy 2020,16.12.00.91400,,A2065.0793,1/7/2010-31/12/2010,640,6103.74,
2010-11,16,Emergency Facilities,SLSC Strategy 2020,16.12.00.91400,,A2065.0793,1/1/2011-30/6/2011,2007,2529.54,
2010-11,16,Emergency Facilities,Fingal SLSC,16.12.00.91400,,A2065.0793,1/1/2011-30/6/2011,2007,32100,
2010-11,16,Emergency Facilities,Cudgen SLSC,16.12.00.91400,,A2065.0793,1/1/2011-30/6/2011,2007,31818.18,
2010-11,16,Emergency Facilities,Cabarita SLSC expenditure,16.12.00.91400,,A2065.0793,1/7/2010-31/12/2010,641,799,
2010-11,16,Emergency Facilities,Cabarita SLSC expenditure,16.12.00.91400,,A2065.0793,1/1/2011-30/6/2011,2007,-789,
2010-11,16,Emergency Facilities,SALT SLSC expenditure,16.12.00.91400,,A2065.0793,1/7/2010-31/12/2010,642,30,
2010-11,16,Emergency Facilities,SALT SLSC expenditure,16.12.00.91400,,A2065.0793,1/1/2011-30/6/2011,2007,-30,
2010-11,16,Emergency Facilities,Pottsville outpost,16.12.00.91400,,A2065.0793,1/1/2011-30/6/2011,,12235.79,
2010-11,18,Council Tech. Facilities,Civic Centre Loans,18.13.00.91400,,A2237.0793,1/1/2011-30/6/2011,2007,405218,
2010-11,18,Council Tech. Facilities,Tweed Depot,18.13.00.91400,,A2237.0793,1/7/2010-31/12/2010,643,22314.88,
2010-11,18,Council Tech. Facilities,Tweed Depot,18.13.00.91400,,A2237.0793,1/1/2011-30/6/2011,2007,32367.12,
2010-11,19,Kings Beach,"CP 19 advertisement Casuarina Sportsfields (Expenditure) $164,500 from Contribution Plan No. 19 (per Council resolution 14/12/05)",19.05.00.91400,,A3031.0793.91400,1/7/2010-31/12/2010,647,6743.2,
2010-11,19,Kings Beach,"CP 19 advertisement Casuarina Sportsfields (Expenditure) $164,500 from Contribution Plan No. 19 (per Council resolution 14/12/05)",19.05.00.91400,,A3031.0793.91400,1/1/2011-30/6/2011,2007,-6743.2,
2010-11,22,SHIREWIDE CYCLEWAYS,Trf expenditure from CP94,22.07.00.91400,,94.07.00.91400,1/1/2011-30/6/2011,2007,7742.01,
2010-11,22,SHIREWIDE CYCLEWAYS,Keith Compton Cycleway,22.07.00.91400,,A4844.0793,1/7/2010-31/12/2010,645,23000,
2010-11,22,SHIREWIDE CYCLEWAYS,Kennedy Drive,22.07.00.91400,,A4844.0793,1/7/2010-31/12/2010,646,838.29,
2010-11,22,SHIREWIDE CYCLEWAYS,Kennedy Drive,22.07.00.91400,,A4844.0793,1/1/2011-30/6/2011,2007,3961.71,
2010-11,23,CP23 Car Park,Murwillumbah Pool car park,23.04.02.91400 ,,A5616.0793,1/1/2011-30/6/2011,2007,46827,
2010-11,23,CP23 Car Park,Kingscliff,23.04.03.91400,,A5616.0793,1/1/2011-30/6/2011,2007,2349.6,
2010-11,25,SALT Open Space,,25.05.00.91400,,A4002.0793.91400,1/7/2010-31/12/2010,644,6743,
2010-11,26,Shirewide Open Space,Murwillumbah Pool Part Loan,26.15.00.91400,,A3225.0793,1/1/2011-30/6/2011,2007,317489,
2010-11,26,Shirewide Open Space,Botanic Gardens 7YP,26.15.00.91400,,A3225.0793,1/7/2010-31/12/2010,648,22054.44,
2010-11,26,Shirewide Open Space,Botanic Gardens 7YP,26.15.00.91400,,A3225.0793,1/1/2011-30/6/2011,2134,-22054.44,
2010-11,26,Shirewide Open Space,Jack Evans Boatharbour,26.15.00.91400,,A3225.0793,1/7/2010-31/12/2010,649,1000000,
2010-11,26,Shirewide Open Space,Contribution to open space,26.15.00.91400,,A3225.0793,1/7/2010-31/12/2010,650,23401,
2010-11,26,Shirewide Open Space,Contribution to open space,26.15.00.91400,,A3225.0793,1/1/2011-30/6/2011,2007,-23401,
2010-11,26,Shirewide Open Space,Arkinstall Park - parking,26.15.00.91400,,A3225.0793,1/7/2010-31/12/2010,651,173140.58,
2010-11,26,Shirewide Open Space,Arkinstall Park - parking,26.15.00.91400,,A3225.0793,1/1/2011-30/6/2011,2007,75454.37,
2010-11,26,Shirewide Open Space,Arkinstall Park - netball,26.15.00.91400,,A3225.0793,1/7/2010-31/12/2010,652,202015.06,
2010-11,26,Shirewide Open Space,Arkinstall Park - netball,26.15.00.91400,,A3225.0793,1/1/2011-30/6/2011,2007 2135,104516.06,
2010-11,26,Shirewide Open Space,Arkinstall Park - tennis,26.15.00.91400,,A3225.0793,1/7/2010-31/12/2010,653,587.28,
2010-11,26,Shirewide Open Space,Arkinstall Park - tennis,26.15.00.91400,,A3225.0793,1/1/2011-30/6/2011,2007,2775.99,
2010-11,26,Shirewide Open Space,Arkinstall Park - recreation areas,26.15.00.91400,,A3225.0793,1/1/2011-30/6/2011,,1230.83,
2010-11,26,Shirewide Open Space,South Tweed Sportsfileds project management,26.15.00.91400,,A5307.0001,1/7/2010-31/12/2010,654,6904,A3156 s/be CP01
2010-11,26,Shirewide Open Space,South Tweed Sportsfileds project management,26.15.00.91400,,A5307.0001,1/1/2011-30/6/2011,2007,12275.29,
2010-11,26,Shirewide Open Space,Regional Soccer Facility,26.15.00.91400,,A5307.0001,1/7/2010-31/12/2010,655,69432.03,A3206 s/be CP19
2010-11,26,Shirewide Open Space,Regional Soccer Facility,26.15.00.91400,,A5307.0001,1/1/2011-30/6/2011,2007,37880.35,
2010-11,None,DCP3 Footpaths,Various Footpaths,90.07.00.91400,,A5657.0793,1/7/2010-31/12/2010,656,41550,
2010-11,None,DCP3 Footpaths,Various Footpaths,90.07.00.91400,,A5657.0793,1/1/2011-30/6/2011,1924,-41550,
2010-11,None,Bilambil Heights,,94.07.00.91400,,22.07.00.91400,1/1/2011-30/6/2011,2007,7742.01,
2010-11,None,Bilambil Heights,,94.07.00.91400,,A4844.0793.91400,1/1/2011-30/6/2011,2012,-7742.01,
2011-12,1,DCP3 PASSIVE OPEN SPACE,Black Rocks & Les Burger Sportsfields,01.15.00.91400,,A3031.0793,1/1/2012-30/6/2012,2194,18069.72,
2011-12,1,DCP3 PASSIVE OPEN SPACE,St Josephs amentities,01.15.00.91400,,A3031.0793,1/7/2011-31/12/2011,652,4356.76,
2011-12,1,DCP3 PASSIVE OPEN SPACE,St Josephs amentities,01.15.00.91400,,A3031.0793,1/1/2012-30/6/2012,2194,7761.89,
2011-12,1,DCP3 ACTIVE OPEN SPACE,Software part purchase,01.16.00.91400,,A3031.0793,1/7/2011-31/12/2011,652,4878.65,
2011-12,1,DCP3 ACTIVE OPEN SPACE,Software part purchase,01.16.00.91400,,A3031.0793,1/1/2012-30/6/2012,2194,4000,
2011-12,4,TRCP,Vegetation restoration Koala Beach/Seabreeze link Road,04.02.00.91400,,A4002.0793,1/7/2011-31/12/2011,652,6948.6,
2011-12,4,TRCP,Vegetation restoration Koala Beach/Seabreeze link Road,04.02.00.91400,,A4002.0793,1/1/2012-30/6/2012,2194,-868.6,
2011-12,4,TRCP,TRCP Engineer salary,04.02.00.91400,,A4002.0793,1/7/2011-31/12/2011,652,80034.96,
2011-12,4,TRCP,TRCP Engineer salary,04.02.00.91400,,A4002.0793,1/1/2012-30/6/2012,2194,-80034.96,
2011-12,4,TRCP,Kirkwood Road,04.02.00.91400,,A4002.0793,1/1/2012-30/6/2012,2194,466.73,
2011-12,4,TRCP,Seabreeze/Koala Beach Link Road,04.02.00.91400,,A4002.0793,1/7/2011-31/12/2011,652,60,
2011-12,4,TRCP,Seabreeze/Koala Beach Link Road,04.02.00.91400,,A4002.0793,1/1/2012-30/6/2012,2194,175,
2011-12,4,TRCP,Scenic Drive,04.02.00.91400,,A4002.0793,1/7/2011-31/12/2011,652,5354.84,
2011-12,4,TRCP,Scenic Drive,04.02.00.91400,,A4002.0793,1/1/2012-30/6/2012,2194,28058.19,
2011-12,4,TRCP,,04.02.00.91400,,A4002.0793,1/1/2012-30/6/2012,2194,8331.37,
2011-12,4,TRCP,Joshua St Murwillumbah,04.02.00.91400,,A4002.0793,1/7/2011-31/12/2011,652,107.9,
2011-12,4,TRCP,Joshua St Murwillumbah,04.02.00.91400,,A4002.0793,1/1/2012-30/6/2012,2194,-107.9,
2011-12,4,TRCP,Kennedy Drive widening,04.02.00.91400,,A4002.0793,1/7/2011-31/12/2011,652,19149.79,
2011-12,4,TRCP,Kennedy Drive widening,04.02.00.91400,,A4002.0793,1/1/2012-30/6/2012,2194,33861.23,
2011-12,4,TRCP,Rous River/Cane Road link,04.02.00.91400,,A4002.0793,1/7/2011-31/12/2011,652,57318.67,
2011-12,5,TRCP,Rous River/Cane Road link,04.02.00.91401,,A4002.0794,1/1/2012-30/6/2012,2194,-57318.67,
2011-12,4,TRCP,Kirkwood Road,04.02.00.91400,,A4002.0793,1/7/2011-31/12/2011,652,410842.03,
2011-12,4,TRCP,Kirkwood Road,04.02.00.91400,,A4002.0793,1/1/2012-30/6/2012,2194,1949860.97,
2011-12,4,TRCP,Investigation work Piggabeen Rd deviation to Cobaki Parkway,04.02.00.91400,,A4002.0793,1/7/2011-31/12/2011,652,2692.91,
2011-12,4,TRCP,Investigation work Piggabeen Rd deviation to Cobaki Parkway,04.02.00.91400,,A4002.0793,1/1/2012-30/6/2012,2194,69986.09,
2011-12,4,TRCP,Cross border traffic master paln,04.02.00.91400,,A4002.0793,1/7/2011-31/12/2011,652,38112.73,
2011-12,4,TRCP,Cross border traffic master paln,04.02.00.91400,,A4002.0793,1/1/2012-30/6/2012,2194,-36839.73,
2011-12,5,STRUCTURED OPEN SPACE,Les Burger Field upgrade,05.16.00.91400,,A3031.0793,1/7/2011-31/12/2011,652,2292.7,
2011-12,5,OPEN SPACE,Project Management,05.15.00.91400,,A3031.0793,1/1/2012-30/6/2012,2194,4081.94,
2011-12,5,OPEN SPACE,Fingal BH park,05.15.00.91400,,A3031.0793,1/7/2011-31/12/2011,652,1559.1,
2011-12,5,OPEN SPACE,Cabarita Sports Centre/Les Burger Field,05.16.00.91400,,A3031.0793,1/7/2011-31/12/2011,652,14899.16,
2011-12,5,OPEN SPACE,Cabarita Sports Centre/Les Burger Field,05.16.00.91400,,A3031.0793,1/1/2012-30/6/2012,2194,7478.84,
2011-12,5,OPEN SPACE,Knox Park Netball Clubhouse,05.16.00.91400,,A3031.0793,1/7/2011-31/12/2011,652,3395.22,
2011-12,5,CASUAL OPEN SPACE,Cabarita Sports Centre/Les Burger Field,05.16.02.91400,,A3031.0793,1/7/2011-31/12/2011,652,33350.28,
2011-12,5,CASUAL OPEN SPACE,Cabarita Sports Centre/Les Burger Field,05.16.02.91400,,A3031.0793,1/1/2012-30/6/2012,2194,3509.72,
2011-12,5,OPEN SPACE,Knox Park Netball Clubhouse,05.15.00.91400,,A3031.0793,1/7/2011-31/12/2011,652,4585.66,
2011-12,5,CASUAL OPEN SPACE,Area E admin costs,05.16.02.91400,,A3031.0793,1/1/2012-30/6/2012,2194,372.6,
2011-12,6,CONTRIBUTION STREET TREES,Tree purchases,06.08.00.91400,,A3225.0793,1/7/2011-31/12/2011,652,72629.07,
2011-12,6,CONTRIBUTION STREET TREES,Tree purchases,06.08.00.91400,,A3225.0793,1/1/2012-30/6/2012,2194,29582.77,
2011-12,7,KINGSCLIFF DRAINAGE,Advertising,07.01.00.91400,,A4750.0793,1/1/2012-30/6/2012,2194,372.6,
2011-12,7,KINGSCLIFF DRAINAGE,Investigation and expenditure Kingscliff drainage,07.01.00.91400,,A4750.0793,1/7/2011-31/12/2011,652,3506.68,
2011-12,7,KINGSCLIFF DRAINAGE,Investigation and expenditure Kingscliff drainage,07.01.00.91400,,A4750.0793,1/1/2012-30/6/2012,2194,4183.25,
2011-12,7,KINGSCLIFF DRAINAGE,Investigation and expenditure Kingscliff drainage,07.01.00.91400,,A4750.0793,1/1/2012-30/6/2012,2194,11909,
2011-12,10,COBAKI LAKES,,09.14.00.91400,,A1450.0793,1/1/2012-30/6/2012,2194,189,
2011-12,11,LIBRARIES,Consultancy,11.06.00.91400,,A2346.0793,1/7/2011-31/12/2011,652,2019.75,
2011-12,11,LIBRARIES,Consultancy,11.06.00.91400,,A2346.0793,1/1/2012-30/6/2012,2194,779.25,
2011-12,11,LIBRARIES,PART REGIONAL LBRARY CONTRIBUTION,11.06.00.91400,,A2346.0793,1/1/2012-30/6/2012,2194,80532,
2011-12,11,LIBRARIES,PART LIBRARY LOAN,11.06.00.91400,,A2346.0793,1/1/2012-30/6/2012,2194,121482,
2011-12,15,COMMUNITY FACILITIES STH,Pottsville Beach Community Centre,15.06.02.91400,,A2454.0973.91400,1/7/2011-31/12/2011,652,415901,
