Purpose,Transaction Year,Transaction Date,Transaction Type,Receipt Type,Plan,Levy,LEVIED,PAID,BALANCE,Application ID,Application Description,Short Description,Lots,Approval Date,Approval Year,locality,DECISION,Determined By,Works In Kind,Works In Kind Description,CHARGE_TYPE,APPLICATION_NO,RAM_PROCESS_CTR,Initial Balance,Charge Amount
Open Space,2021,2021-02-18T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),7093,,0,DA16/0527,demolition of existing structures and erection of a residential flat building,demolition of existing structures and erection of a resident,6,2017-12-05T15:45:13,2017,KINGSCLIFF,Refused,,,,StrucOS_26,709407,709407,7093,7093
Open Space,2022,2022-11-28T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),3915,,3915,DA22/0282,two lot subdivision and demolition works,two lot subdivision and demolition works,2,2022-11-28T09:19:34.767,2022,BANORA POINT,Approved,Council,,,StrucOS_26,933167,933167,3915,3915
Open Space,2022,2022-11-28T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),1116,,1116,DA22/0282,two lot subdivision and demolition works,two lot subdivision and demolition works,2,2022-11-28T09:19:34.767,2022,BANORA POINT,Approved,Council,,,CasOS_26,933167,933167,1116,1116
Open Space,2022,2022-11-28T00:00:00,Charge,Charge,S94-05,S94-05 - Structured Open Space (Local),656,,656,DA22/0282,two lot subdivision and demolition works,two lot subdivision and demolition works,2,2022-11-28T09:19:34.767,2022,BANORA POINT,Approved,Council,,,StructOS_5,933167,933167,656,656
Open Space,2022,2022-11-28T00:00:00,Charge,Charge,S94-05,S94-05 - Casual Open Space (Local),573,,573,DA22/0282,two lot subdivision and demolition works,two lot subdivision and demolition works,2,2022-11-28T09:19:34.767,2022,BANORA POINT,Approved,Council,,,CasualOS_5,933167,933167,573,573
Open Space,2019,2019-09-06T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),1537,,0,DA19/0098,additions to existing dual occupancy,additions to existing dual occupancy,2,2019-09-06T16:00:18,2019,TWEED HEADS,Approved,Council,,,StrucOS_26,804968,804968,1537,1537
Open Space,2019,2019-09-06T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),438,,0,DA19/0098,additions to existing dual occupancy,additions to existing dual occupancy,2,2019-09-06T16:00:18,2019,TWEED HEADS,Approved,Council,,,CasOS_26,804968,804968,438,438
Open Space,2019,2019-09-06T00:00:00,Charge,Charge,S94-05,S94-05 - Structured Open Space (Local),258,,0,DA19/0098,additions to existing dual occupancy,additions to existing dual occupancy,2,2019-09-06T16:00:18,2019,TWEED HEADS,Approved,Council,,,StructOS_5,804968,804968,258,258
Open Space,2019,2019-09-06T00:00:00,Charge,Charge,S94-05,S94-05 - Casual Open Space (Local),225,,0,DA19/0098,additions to existing dual occupancy,additions to existing dual occupancy,2,2019-09-06T16:00:18,2019,TWEED HEADS,Approved,Council,,,CasualOS_5,804968,804968,225,225
Open Space,2020,2020-09-14T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),1537,,0,DA19/0098,additions to existing dual occupancy,additions to existing dual occupancy,2,2019-09-06T16:00:18,2019,TWEED HEADS,Approved,Council,,,StrucOS_26,804968,804968,1537,1537
Open Space,2020,2020-09-14T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),438,,0,DA19/0098,additions to existing dual occupancy,additions to existing dual occupancy,2,2019-09-06T16:00:18,2019,TWEED HEADS,Approved,Council,,,CasOS_26,804968,804968,438,438
Open Space,2020,2020-09-14T00:00:00,Charge,Charge,S94-05,S94-05 - Structured Open Space (Local),258,,0,DA19/0098,additions to existing dual occupancy,additions to existing dual occupancy,2,2019-09-06T16:00:18,2019,TWEED HEADS,Approved,Council,,,StructOS_5,804968,804968,258,258
Open Space,2020,2020-09-14T00:00:00,Charge,Charge,S94-05,S94-05 - Casual Open Space (Local),225,,0,DA19/0098,additions to existing dual occupancy,additions to existing dual occupancy,2,2019-09-06T16:00:18,2019,TWEED HEADS,Approved,Council,,,CasualOS_5,804968,804968,225,225
Open Space,2023,2023-01-13T00:00:00,Charge,Charge,S94-05,S94-05 - Casual Open Space (Local),476.78,,476.78,DA22/0058,2 lot subdivision,2 lot subdivision,2,2023-01-12T10:35:30.347,2023,UKI,Approved,Council,,,CasualOS_5,922068,922068,476.78,476.78
Open Space,2023,2023-01-13T00:00:00,Charge,Charge,S94-05,S94-05 - Structured Open Space (Local),545.82,,545.82,DA22/0058,2 lot subdivision,2 lot subdivision,2,2023-01-12T10:35:30.347,2023,UKI,Approved,Council,,,StructOS_5,922068,922068,545.82,545.82
Open Space,2023,2023-01-13T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),853.91,,853.91,DA22/0058,2 lot subdivision,2 lot subdivision,2,2023-01-12T10:35:30.347,2023,UKI,Approved,Council,,,CasOS_26,922068,922068,853.91,853.91
Open Space,2023,2023-01-13T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),2996.84,,2996.84,DA22/0058,2 lot subdivision,2 lot subdivision,2,2023-01-12T10:35:30.347,2023,UKI,Approved,Council,,,StrucOS_26,922068,922068,2996.84,2996.84
Open Space,2016,2016-05-18T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),210,,0,DA15/0716,demolition of existing dwelling and construction of residential flat building,demolition of existing dwelling and construction of resident,1,2016-05-16T12:02:12,2016,KINGSCLIFF,Approved,Council,,,StrucOS_26,674777,674777,210,210
Open Space,2016,2016-05-18T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),60,,0,DA15/0716,demolition of existing dwelling and construction of residential flat building,demolition of existing dwelling and construction of resident,1,2016-05-16T12:02:12,2016,KINGSCLIFF,Approved,Council,,,CasOS_26,674777,674777,60,60
Open Space,2016,2016-05-18T00:00:00,Charge,Charge,S94-05,S94-05 - Structured Open Space (Local),33,,0,DA15/0716,demolition of existing dwelling and construction of residential flat building,demolition of existing dwelling and construction of resident,1,2016-05-16T12:02:12,2016,KINGSCLIFF,Approved,Council,,,StructOS_5,674777,674777,33,33
Open Space,2016,2016-05-18T00:00:00,Charge,Charge,S94-05,S94-05 - Casual Open Space (Local),30,,0,DA15/0716,demolition of existing dwelling and construction of residential flat building,demolition of existing dwelling and construction of resident,1,2016-05-16T12:02:12,2016,KINGSCLIFF,Approved,Council,,,CasualOS_5,674777,674777,30,30
Open Space,2018,2018-05-04T00:00:00,Charge,Charge,S94-05,S94-05 - Casual Open Space (Local),30,,0,DA15/0716,demolition of existing dwelling and construction of residential flat building,demolition of existing dwelling and construction of resident,1,2016-05-16T12:02:12,2016,KINGSCLIFF,Approved,Council,,,CasualOS_5,674777,674777,30,30
Open Space,2018,2018-05-04T00:00:00,Charge,Charge,S94-05,S94-05 - Structured Open Space (Local),33,,0,DA15/0716,demolition of existing dwelling and construction of residential flat building,demolition of existing dwelling and construction of resident,1,2016-05-16T12:02:12,2016,KINGSCLIFF,Approved,Council,,,StructOS_5,674777,674777,33,33
Open Space,2018,2018-05-04T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),60,,0,DA15/0716,demolition of existing dwelling and construction of residential flat building,demolition of existing dwelling and construction of resident,1,2016-05-16T12:02:12,2016,KINGSCLIFF,Approved,Council,,,CasOS_26,674777,674777,60,60
Open Space,2018,2018-05-04T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),210,,0,DA15/0716,demolition of existing dwelling and construction of residential flat building,demolition of existing dwelling and construction of resident,1,2016-05-16T12:02:12,2016,KINGSCLIFF,Approved,Council,,,StrucOS_26,674777,674777,210,210
Open Space,2023,2023-02-07T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),43709.5,,43709.5,DA22/0357,residential flat building (14 apartments & swimming pools) and demolition of existing buildings,residential flat building (14 apartments & swimming pools) a,14,2023-02-07T12:08:56.273,2023,KINGSCLIFF,DefdComnce,,,,StrucOS_26,936578,936578,43709.5,43709.5
Open Space,2023,2023-02-07T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),12454.5,,12454.5,DA22/0357,residential flat building (14 apartments & swimming pools) and demolition of existing buildings,residential flat building (14 apartments & swimming pools) a,14,2023-02-07T12:08:56.273,2023,KINGSCLIFF,DefdComnce,,,,CasOS_26,936578,936578,12454.5,12454.5
Open Space,2023,2023-02-07T00:00:00,Charge,Charge,S94-05,S94-05 - Structured Open Space (Local),7961,,7961,DA22/0357,residential flat building (14 apartments & swimming pools) and demolition of existing buildings,residential flat building (14 apartments & swimming pools) a,14,2023-02-07T12:08:56.273,2023,KINGSCLIFF,DefdComnce,,,,StructOS_5,936578,936578,7961,7961
Open Space,2023,2023-02-07T00:00:00,Charge,Charge,S94-05,S94-05 - Casual Open Space (Local),6954,,6954,DA22/0357,residential flat building (14 apartments & swimming pools) and demolition of existing buildings,residential flat building (14 apartments & swimming pools) a,14,2023-02-07T12:08:56.273,2023,KINGSCLIFF,DefdComnce,,,,CasualOS_5,936578,936578,6954,6954
Open Space,2022,2022-12-09T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),24155,,24155,DA21/0950,"demolition of existing structures and construction of a residential flat building (6 x 3 bedroom units) and (1 x 4 bedroom unit), swimming pool and basement car parking and vegetation works",demolition of existing structures and construction of a resi,7,2022-12-08T11:33:08.503,2022,KINGSCLIFF,DefdComnce,,,,StrucOS_26,915799,915799,24155,24155
Open Space,2022,2022-12-09T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),6883,,6883,DA21/0950,"demolition of existing structures and construction of a residential flat building (6 x 3 bedroom units) and (1 x 4 bedroom unit), swimming pool and basement car parking and vegetation works",demolition of existing structures and construction of a resi,7,2022-12-08T11:33:08.503,2022,KINGSCLIFF,DefdComnce,,,,CasOS_26,915799,915799,6883,6883
Open Space,2022,2022-12-09T00:00:00,Charge,Charge,S94-05,S94-05 - Structured Open Space (Local),4048,,4048,DA21/0950,"demolition of existing structures and construction of a residential flat building (6 x 3 bedroom units) and (1 x 4 bedroom unit), swimming pool and basement car parking and vegetation works",demolition of existing structures and construction of a resi,7,2022-12-08T11:33:08.503,2022,KINGSCLIFF,DefdComnce,,,,StructOS_5,915799,915799,4048,4048
Open Space,2022,2022-12-09T00:00:00,Charge,Charge,S94-05,S94-05 - Casual Open Space (Local),3533,,3533,DA21/0950,"demolition of existing structures and construction of a residential flat building (6 x 3 bedroom units) and (1 x 4 bedroom unit), swimming pool and basement car parking and vegetation works",demolition of existing structures and construction of a resi,7,2022-12-08T11:33:08.503,2022,KINGSCLIFF,DefdComnce,,,,CasualOS_5,915799,915799,3533,3533
Open Space,2018,2018-06-29T00:00:00,Charge,Charge,S94-05,S94-05 - Casual Open Space (Local),1105.44,,1105.44,DA18/0018,"small lot subdivision (stage 1), dwelling on Lot 2 (stage 2) and dwelling on Lot 3 (stage 3)","small lot subdivision (stage 1), dwelling on Lot 2 (stage 2)",2,2018-06-29T14:31:58,2018,MURWILLUMBAH,Approved,Council,,,CasualOS_5,765548,765548,1105.44,1105.44
Open Space,2018,2018-06-29T00:00:00,Charge,Charge,S94-05,S94-05 - Structured Open Space (Local),1264.2,,1264.2,DA18/0018,"small lot subdivision (stage 1), dwelling on Lot 2 (stage 2) and dwelling on Lot 3 (stage 3)","small lot subdivision (stage 1), dwelling on Lot 2 (stage 2)",2,2018-06-29T14:31:58,2018,MURWILLUMBAH,Approved,Council,,,StructOS_5,765548,765548,1264.2,1264.2
Open Space,2018,2018-06-29T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),2218.72,,2218.72,DA18/0018,"small lot subdivision (stage 1), dwelling on Lot 2 (stage 2) and dwelling on Lot 3 (stage 3)","small lot subdivision (stage 1), dwelling on Lot 2 (stage 2)",2,2018-06-29T14:31:58,2018,MURWILLUMBAH,Approved,Council,,,CasOS_26,765548,765548,2218.72,2218.72
Open Space,2018,2018-06-29T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),7789.04,,7789.04,DA18/0018,"small lot subdivision (stage 1), dwelling on Lot 2 (stage 2) and dwelling on Lot 3 (stage 3)","small lot subdivision (stage 1), dwelling on Lot 2 (stage 2)",2,2018-06-29T14:31:58,2018,MURWILLUMBAH,Approved,Council,,,StrucOS_26,765548,765548,7789.04,7789.04
Open Space,2018,2018-12-12T00:00:00,Charge,Charge,S94-05,S94-05 - Casual Open Space (Local),1690,,0,DA18/0518,alterations and additions to upper level of existing Imperial Hotel,alterations and additions to upper level of existing Imperia,1,2018-12-12T10:14:47,2018,MURWILLUMBAH,Approved,Council,,,CasualOS_5,783382,783382,1690,1690
Open Space,2018,2018-12-12T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),3291,,0,DA18/0518,alterations and additions to upper level of existing Imperial Hotel,alterations and additions to upper level of existing Imperia,1,2018-12-12T10:14:47,2018,MURWILLUMBAH,Approved,Council,,,CasOS_26,783382,783382,3291,3291
Open Space,2022,2022-08-10T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),4985,,4985,DA20/0985,"mixed use development comprising nine (9) commercial premises, and boarding house comprising three (3) self-contained rooms",mixed use development comprising nine (9) commercial premise,8,2022-08-09T16:07:04.043,2022,MURWILLUMBAH,Approved,Council,,,StrucOS_26,874614,874614,4985,4985
Open Space,2022,2022-08-10T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),1420,,1420,DA20/0985,"mixed use development comprising nine (9) commercial premises, and boarding house comprising three (3) self-contained rooms",mixed use development comprising nine (9) commercial premise,8,2022-08-09T16:07:04.043,2022,MURWILLUMBAH,Approved,Council,,,CasOS_26,874614,874614,1420,1420
Open Space,2022,2022-08-10T00:00:00,Charge,Charge,S94-05,S94-05 - Structured Open Space (Local),835,,835,DA20/0985,"mixed use development comprising nine (9) commercial premises, and boarding house comprising three (3) self-contained rooms",mixed use development comprising nine (9) commercial premise,8,2022-08-09T16:07:04.043,2022,MURWILLUMBAH,Approved,Council,,,StructOS_5,874614,874614,835,835
Open Space,2022,2022-08-10T00:00:00,Charge,Charge,S94-05,S94-05 - Casual Open Space (Local),729,,729,DA20/0985,"mixed use development comprising nine (9) commercial premises, and boarding house comprising three (3) self-contained rooms",mixed use development comprising nine (9) commercial premise,8,2022-08-09T16:07:04.043,2022,MURWILLUMBAH,Approved,Council,,,CasualOS_5,874614,874614,729,729
Open Space,2022,2022-07-06T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),3916.48,,3916.48,DA21/0809,2 lot subdivision,2 lot subdivision,2,2022-07-06T09:25:40,2022,MURWILLUMBAH,Approved,Council,,,StrucOS_26,909339,909339,3916.48,3916.48
Open Space,2022,2022-07-06T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),1115.95,,1115.95,DA21/0809,2 lot subdivision,2 lot subdivision,2,2022-07-06T09:25:40,2022,MURWILLUMBAH,Approved,Council,,,CasOS_26,909339,909339,1115.95,1115.95
Open Space,2022,2022-07-06T00:00:00,Charge,Charge,S94-05,S94-05 - Structured Open Space (Local),656.3,,656.3,DA21/0809,2 lot subdivision,2 lot subdivision,2,2022-07-06T09:25:40,2022,MURWILLUMBAH,Approved,Council,,,StructOS_5,909339,909339,656.3,656.3
Open Space,2022,2022-07-06T00:00:00,Charge,Charge,S94-05,S94-05 - Casual Open Space (Local),572.87,,572.87,DA21/0809,2 lot subdivision,2 lot subdivision,2,2022-07-06T09:25:40,2022,MURWILLUMBAH,Approved,Council,,,CasualOS_5,909339,909339,572.87,572.87
Open Space,2021,2021-12-15T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),78217,,78217,DA20/0108,"19 lot community title subdivision, 18 dwelling houses, tree removal, earthworks and other ancillary works (staged development)","19 lot community title subdivision, 18 dwelling houses, tree",19,2021-12-15T13:10:05.89,2021,MURWILLUMBAH,Approved,Council,,,StrucOS_26,845467,845467,78217,78217
Open Space,2021,2021-12-15T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),22287,,22287,DA20/0108,"19 lot community title subdivision, 18 dwelling houses, tree removal, earthworks and other ancillary works (staged development)","19 lot community title subdivision, 18 dwelling houses, tree",19,2021-12-15T13:10:05.89,2021,MURWILLUMBAH,Approved,Council,,,CasOS_26,845467,845467,22287,22287
Open Space,2021,2021-12-15T00:00:00,Charge,Charge,S94-05,S94-05 - Structured Open Space (Local),13107,,13107,DA20/0108,"19 lot community title subdivision, 18 dwelling houses, tree removal, earthworks and other ancillary works (staged development)","19 lot community title subdivision, 18 dwelling houses, tree",19,2021-12-15T13:10:05.89,2021,MURWILLUMBAH,Approved,Council,,,StructOS_5,845467,845467,13107,13107
Open Space,2021,2021-12-15T00:00:00,Charge,Charge,S94-05,S94-05 - Casual Open Space (Local),11441,,11441,DA20/0108,"19 lot community title subdivision, 18 dwelling houses, tree removal, earthworks and other ancillary works (staged development)","19 lot community title subdivision, 18 dwelling houses, tree",19,2021-12-15T13:10:05.89,2021,MURWILLUMBAH,Approved,Council,,,CasualOS_5,845467,845467,11441,11441
Open Space,2022,2022-03-03T00:00:00,Charge,Charge,S94-05,S94-05 - Casual Open Space (Local),572.05,,572.05,DA21/0228,"two (2) lot subdivision, removal of timber sleeper garden beds and paved patio area, reshaping this area to the natural slope and erection of a 1.8m high fence between proposed Lots 1 and 2","two (2) lot subdivision, removal of timber sleeper garden be",2,2022-03-03T15:09:59.753,2022,MURWILLUMBAH,Approved,Council,,,CasualOS_5,889647,889647,572.05,572.05
Open Space,2022,2022-03-03T00:00:00,Charge,Charge,S94-05,S94-05 - Structured Open Space (Local),655.35,,655.35,DA21/0228,"two (2) lot subdivision, removal of timber sleeper garden beds and paved patio area, reshaping this area to the natural slope and erection of a 1.8m high fence between proposed Lots 1 and 2","two (2) lot subdivision, removal of timber sleeper garden be",2,2022-03-03T15:09:59.753,2022,MURWILLUMBAH,Approved,Council,,,StructOS_5,889647,889647,655.35,655.35
Open Space,2022,2022-03-03T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),1114.35,,1114.35,DA21/0228,"two (2) lot subdivision, removal of timber sleeper garden beds and paved patio area, reshaping this area to the natural slope and erection of a 1.8m high fence between proposed Lots 1 and 2","two (2) lot subdivision, removal of timber sleeper garden be",2,2022-03-03T15:09:59.753,2022,MURWILLUMBAH,Approved,Council,,,CasOS_26,889647,889647,1114.35,1114.35
Open Space,2022,2022-03-03T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),3939.16,,3939.16,DA21/0228,"two (2) lot subdivision, removal of timber sleeper garden beds and paved patio area, reshaping this area to the natural slope and erection of a 1.8m high fence between proposed Lots 1 and 2","two (2) lot subdivision, removal of timber sleeper garden be",2,2022-03-03T15:09:59.753,2022,MURWILLUMBAH,Approved,Council,,,StrucOS_26,889647,889647,3939.16,3939.16
Open Space,2016,2016-06-21T00:00:00,Charge,Charge,S94-05,S94-05 - Casual Open Space (Local),414,,0,DA16/0245,"dual occupancy (detached), swimming pool, fence and 2 lot strata subdivision","dual occupancy (detached), swimming pool, fence and 2 lot st",2,2016-06-21T08:48:08,2016,KINGSCLIFF,Approved,Council,,,CasualOS_5,698111,698111,414,414
Open Space,2016,2016-06-21T00:00:00,Charge,Charge,S94-05,S94-05 - Structured Open Space (Local),474,,0,DA16/0245,"dual occupancy (detached), swimming pool, fence and 2 lot strata subdivision","dual occupancy (detached), swimming pool, fence and 2 lot st",2,2016-06-21T08:48:08,2016,KINGSCLIFF,Approved,Council,,,StructOS_5,698111,698111,474,474
Open Space,2016,2016-06-21T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),831,,0,DA16/0245,"dual occupancy (detached), swimming pool, fence and 2 lot strata subdivision","dual occupancy (detached), swimming pool, fence and 2 lot st",2,2016-06-21T08:48:08,2016,KINGSCLIFF,Approved,Council,,,CasOS_26,698111,698111,831,831
Open Space,2016,2016-06-21T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),2918,,0,DA16/0245,"dual occupancy (detached), swimming pool, fence and 2 lot strata subdivision","dual occupancy (detached), swimming pool, fence and 2 lot st",2,2016-06-21T08:48:08,2016,KINGSCLIFF,Approved,Council,,,StrucOS_26,698111,698111,2918,2918
Open Space,2016,2016-08-23T00:00:00,Charge,Charge,S94-05,S94-05 - Casual Open Space (Local),487,,487,DA16/0334,"multi dwelling housing (four units), strata subdivision, demolition, earthworks and vegetation clearing","multi dwelling housing (four units), strata subdivision, dem",4,2016-08-23T09:46:16,2016,KINGSCLIFF,Approved,Council,,,CasualOS_5,701729,701729,487,487
Open Space,2016,2016-08-23T00:00:00,Charge,Charge,S94-05,S94-05 - Structured Open Space (Local),558,,558,DA16/0334,"multi dwelling housing (four units), strata subdivision, demolition, earthworks and vegetation clearing","multi dwelling housing (four units), strata subdivision, dem",4,2016-08-23T09:46:16,2016,KINGSCLIFF,Approved,Council,,,StructOS_5,701729,701729,558,558
Open Space,2016,2016-08-23T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),979,,979,DA16/0334,"multi dwelling housing (four units), strata subdivision, demolition, earthworks and vegetation clearing","multi dwelling housing (four units), strata subdivision, dem",4,2016-08-23T09:46:16,2016,KINGSCLIFF,Approved,Council,,,CasOS_26,701729,701729,979,979
Open Space,2016,2016-08-23T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),3437,,3437,DA16/0334,"multi dwelling housing (four units), strata subdivision, demolition, earthworks and vegetation clearing","multi dwelling housing (four units), strata subdivision, dem",4,2016-08-23T09:46:16,2016,KINGSCLIFF,Approved,Council,,,StrucOS_26,701729,701729,3437,3437
Open Space,2018,2018-03-08T00:00:00,Charge,Charge,S94-05,S94-05 - Casual Open Space (Local),18355,,0,DA17/0536,shop top housing and commercial premises,shop top housing and commercial premises,2,2018-03-08T12:15:28,2018,TWEED HEADS,Approved,Council,,,CasualOS_5,751142,751142,15383,18355
Open Space,2018,2018-03-08T00:00:00,Charge,Charge,S94-05,S94-05 - Structured Open Space (Local),21028,,0,DA17/0536,shop top housing and commercial premises,shop top housing and commercial premises,2,2018-03-08T12:15:28,2018,TWEED HEADS,Approved,Council,,,StructOS_5,751142,751142,17592,21028
Open Space,2018,2018-03-08T00:00:00,Charge,Charge,S94-27,S94-27 - Tweed Heads Master Plan - LocalOS/Streets,42927,,42927,DA17/0536,shop top housing and commercial premises,shop top housing and commercial premises,2,2018-03-08T12:15:28,2018,TWEED HEADS,Approved,Council,,,OpenSpac27,751142,751142,42927,42927
Open Space,2020,2020-08-31T00:00:00,Charge,Charge,S94-05,S94-05 - Casual Open Space (Local),18355,,0,DA17/0536,shop top housing and commercial premises,shop top housing and commercial premises,2,2018-03-08T12:15:28,2018,TWEED HEADS,Approved,Council,,,CasualOS_5,751142,751142,15383,18355
Open Space,2020,2020-08-31T00:00:00,Charge,Charge,S94-05,S94-05 - Structured Open Space (Local),21028,,0,DA17/0536,shop top housing and commercial premises,shop top housing and commercial premises,2,2018-03-08T12:15:28,2018,TWEED HEADS,Approved,Council,,,StructOS_5,751142,751142,17592,21028
Open Space,2020,2020-08-31T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),35756.21,,35756.21,DA17/0536,shop top housing and commercial premises,shop top housing and commercial premises,2,2018-03-08T12:15:28,2018,TWEED HEADS,Approved,Council,,,CasOS_26,751142,751142,35756.21,35756.21
Open Space,2020,2020-08-31T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),125487.67,,125487.67,DA17/0536,shop top housing and commercial premises,shop top housing and commercial premises,2,2018-03-08T12:15:28,2018,TWEED HEADS,Approved,Council,,,StrucOS_26,751142,751142,125487.67,125487.67
Open Space,2022,2022-11-17T00:00:00,Charge,ChgAdj,S94-05,S94-05 - Casual Open Space (Local),18355,,0,DA17/0536,shop top housing and commercial premises,shop top housing and commercial premises,2,2018-03-08T12:15:28,2018,TWEED HEADS,Approved,Council,,,CasualOS_5,751142,751142,15383,18355
Open Space,2022,2022-11-17T00:00:00,Charge,ChgAdj,S94-05,S94-05 - Structured Open Space (Local),21028,,0,DA17/0536,shop top housing and commercial premises,shop top housing and commercial premises,2,2018-03-08T12:15:28,2018,TWEED HEADS,Approved,Council,,,StructOS_5,751142,751142,17592,21028
Open Space,2022,2022-11-17T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),35756.21,,35756.21,DA17/0536,shop top housing and commercial premises,shop top housing and commercial premises,2,2018-03-08T12:15:28,2018,TWEED HEADS,Approved,Council,,,CasOS_26,751142,751142,35756.21,35756.21
Open Space,2022,2022-11-17T00:00:00,Charge,ChgAdj,S94-26,S94-26 - Structured Open Space (Regional),125487.67,,125487.67,DA17/0536,shop top housing and commercial premises,shop top housing and commercial premises,2,2018-03-08T12:15:28,2018,TWEED HEADS,Approved,Council,,,StrucOS_26,751142,751142,125487.67,125487.67
Open Space,2017,2017-04-07T00:00:00,Charge,Charge,S94-05,S94-05 - Casual Open Space (Local),3120,,0,DA16/0029,"proposed demolition of existing house, six (6) townhouse development and 7 lot strata subdivision","proposed demolition of existing house, six (6) townhouse dev",1,2017-04-07T12:07:34,2017,BANORA POINT,Approved,Council,,,CasualOS_5,688498,688498,3120,3120
Open Space,2017,2017-04-07T00:00:00,Charge,Charge,S94-05,S94-05 - Structured Open Space (Local),3570,,0,DA16/0029,"proposed demolition of existing house, six (6) townhouse development and 7 lot strata subdivision","proposed demolition of existing house, six (6) townhouse dev",1,2017-04-07T12:07:34,2017,BANORA POINT,Approved,Council,,,StructOS_5,688498,688498,3570,3570
Open Space,2017,2017-04-07T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),6075,,0,DA16/0029,"proposed demolition of existing house, six (6) townhouse development and 7 lot strata subdivision","proposed demolition of existing house, six (6) townhouse dev",1,2017-04-07T12:07:34,2017,BANORA POINT,Approved,Council,,,CasOS_26,688498,688498,6075,6075
Open Space,2017,2017-04-07T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),21320,,0,DA16/0029,"proposed demolition of existing house, six (6) townhouse development and 7 lot strata subdivision","proposed demolition of existing house, six (6) townhouse dev",1,2017-04-07T12:07:34,2017,BANORA POINT,Approved,Council,,,StrucOS_26,688498,688498,21320,21320
Open Space,2019,2019-04-12T00:00:00,Charge,Charge,S94-05,S94-05 - Casual Open Space (Local),3120,,0,DA16/0029,"proposed demolition of existing house, six (6) townhouse development and 7 lot strata subdivision","proposed demolition of existing house, six (6) townhouse dev",1,2017-04-07T12:07:34,2017,BANORA POINT,Approved,Council,,,CasualOS_5,688498,688498,3120,3120
Open Space,2019,2019-04-12T00:00:00,Charge,Charge,S94-05,S94-05 - Structured Open Space (Local),3570,,0,DA16/0029,"proposed demolition of existing house, six (6) townhouse development and 7 lot strata subdivision","proposed demolition of existing house, six (6) townhouse dev",1,2017-04-07T12:07:34,2017,BANORA POINT,Approved,Council,,,StructOS_5,688498,688498,3570,3570
Open Space,2019,2019-04-12T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),6075,,0,DA16/0029,"proposed demolition of existing house, six (6) townhouse development and 7 lot strata subdivision","proposed demolition of existing house, six (6) townhouse dev",1,2017-04-07T12:07:34,2017,BANORA POINT,Approved,Council,,,CasOS_26,688498,688498,6075,6075
